movie_id,id,name
23752,12964,Michael Ritchie
41952,10702,Martin Campbell
3980,18356,Stephen Herek
10127,61824,Mick Garris
12702,73962,Kristine Peterson
27397,97646,Joan Micklin Silver
9748,58164,Annabel Jankel
9748,58165,Rocky Morton
40095,898,Mark Goldblatt
10651,66226,Buddy Van Horn
10141,7908,Frank Oz
27362,30309,Peter Greenaway
5680,44807,James Signorelli
26386,83961,John R. Cherry III
34053,18596,Taylor Hackford
25884,57132,Daniel Goldberg
26355,16513,John G. Avildsen
10675,3556,Roman Polanski
38982,44847,David Anspaugh
10130,10781,Michael Apted
2617,26502,Howard Deutch
38615,10965,Chris Columbus
21362,17016,Neil Jordan
30690,84165,Michael Dinner
75889,12804,Peter Yates
38500,19032,John Hough
26723,81186,Andrew Solt
20443,147323,Bud Smith 
49365,583023,Frank LaLoggia
11347,32327,Ken Russell
12144,40345,Don Bluth
13704,17309,Greg Beeman
12505,24318,Richard Benjamin
41963,129692,Bob Swaim
13482,4135,Robert Redford
34014,47773,Paul Mazursky
29739,69801,Alan Metter
12120,24318,Richard Benjamin
47818,6385,William Richert
38617,57447,Christopher Crowe
3543,32632,Percy Adlon
51321,143888,Marisa Silver
9604,1723,Walter Hill
24929,92851,Ken Wiederhorn
10925,5045,Dan O'Bannon
13965,76193,Geoff Burrowes
24266,1174031,George T. Miller
58434,40549,Daniel Petrie
18197,39996,Sidney Lumet
70842,32327,Ken Russell
38909,16830,Boaz Davidson
17126,21458,Joan Freeman
11503,5140,Wes Craven
38558,99032,James Glickenhaus
9717,1724,Roger Spottiswoode
11966,19142,Kenneth Johnson
2605,12840,John Badham
8740,18335,George Sluizer
25497,6111,Mike Figgis
38560,1927,Blake Edwards
50203,51521,Robert Greenwald
26798,16544,Ted Kotcheff
91445,9626,Rip Torn
41428,58608,Shinya Tsukamoto
8337,11770,John Carpenter
47493,1128,Agnieszka Holland
8463,55146,Paul Bogart
41974,14132,Nicolas Roeg
28176,1776,Francis Ford Coppola
9493,8858,Ivan Reitman
26603,58080,Brian Gilbert
33172,82033,Jon Hess
29095,48965,Anthony Hickox
12582,68381,Thom Eberhardt
10001,61797,Yahoo Serious
11352,488,Steven Spielberg
12500,72543,Sam Firstenberg
25678,72543,Sam Firstenberg
25682,93923,Cedric Sundstrom
32049,82443,Robert Radler
45225,13524,Christopher Guest
1648,18356,Stephen Herek
4105,578,Ridley Scott
22711,4037,Ron Shelton
19124,13015,Phillip Noyce
69828,68687,Bill Forsyth
53150,147594,David Irving
10142,1150,Brian De Palma
3064,716,Emile Ardolino
86093,53861,Susan Seidelman
10134,63937,Albert Pyun
21291,70738,Gary David Goldberg
4925,13776,John Frankenheimer
30352,21155,Jim Kouf
15142,54971,Marc Rocco
14550,34611,Howard Zieff
32075,108824,Euzhan Palcy
2210,22669,Julien Temple
25005,31177,Jean-Claude Lord
21721,89373,Martin Davidson
116014,47773,Paul Mazursky
11828,10707,Terry Jones
55699,61961,Dave Thomas
10551,39996,Sidney Lumet
20713,8328,John Milius
27461,8965,Roland Joffé
41969,82505,Gordon Hessler
1380,13488,Graeme Clifford
19157,84211,Valerie Breiman
11465,15206,Jim McBride
17190,68381,Thom Eberhardt
55059,70008,Mel Damski
9085,776,Eddie Murphy
17819,5696,Bruce Beresford
46786,58728,Andrei Konchalovsky
14776,8966,Bruce Robinson
59585,42171,Jonathan Kaplan
32855,13563,Norman Jewison
29185,12804,Peter Yates
39787,78514,David Hugh Jones
32059,19969,Pat O'Connor
505,1723,Walter Hill
4486,38516,Denys Arcand
10345,64877,Rod Daniel
10222,15111,Jean-Claude Van Damme
10222,22012,David Worth
10222,64681,Mark DiSalle
12774,15868,Uli Edel
14621,16513,John G. Avildsen
19118,23677,Joe Pytka
14372,16566,George P. Cosmatos
15138,1680227,Richard Greenberg
9972,38689,John Flynn
9494,57434,Amy Heckerling
17362,97646,Joan Micklin Silver
9942,12920,David S. Ward
8216,108,Peter Jackson
4296,20412,Michael Anderson
24739,84906,Steve De Jarnatt
39197,15106,Thomas Schlamme
9686,1243,Woody Allen
9686,1776,Francis Ford Coppola
9686,1032,Martin Scorsese
27418,17784,John Irvin
39002,8573,Thomas J. Wright
43345,69315,Luis Puenzo
31606,12989,Andrew Davis
27607,12438,Bob Balaban
37146,6448,Arthur Penn
20006,66226,Buddy Van Horn
8867,898,Mark Goldblatt
12663,64195,Joseph Zito
331,4945,Joe Johnston
11467,18311,Joe Roth
327,3317,Takeshi Kitano
1548,17447,Terry Zwigoff
13403,17114,John Cameron Mitchell
869,510,Tim Burton
552,7554,Silvio Soldini
36095,26882,Kiyoshi Kurosawa
33379,1121281,Joel Hershman
196859,41887,Michael Polish
47574,139250,Samantha Lang
2171,22214,David Wain
87462,44765,William Lustig
20307,62020,Jack Sholder
19142,98132,Jim Wynorski
41946,10586,Richard Lester
10135,63943,Rowdy Herrington
32767,72624,John Duigan
56162,32632,Percy Adlon
24254,18165,Aaron Russo
24254,87590,David Greenwalt
19236,55119,Alejandro Jodorowsky
32261,30365,Michael Caton-Jones
60276,101377,Paul Bartel
12150,23213,Harold Becker
11185,133259,Arthur Hiller
47045,67411,Stan Dragoti
18683,10076,Lewis Gilbert
12521,5140,Wes Craven
12478,1927,Blake Edwards
49788,54441,James Ivory
31083,52405,Michael Hoffman
30666,31621,Jeff Burr
25155,52629,Joseph Ruben
65015,10757,Jane Campion
24077,141450,Mel Smith
9618,58728,Andrei Konchalovsky
9618,58729,Albert Magnoli
16560,14692,Nick Castle
31608,38507,Francis Veber
22102,67897,Jeff Kanew
6951,1724,Roger Spottiswoode
11959,71042,Jay Levey
2616,11505,John Hughes
7091,51950,Robert Bierman
249,518,Danny DeVito
11342,58712,Steve Miner
183,1213162,Todd Holland
32330,157301,Will Mackenzie
24126,48965,Anthony Hickox
8494,55273,Robert Klane
26535,19304,John Schlesinger
41784,5696,Bruce Beresford
27431,4955,Dario Argento
2148,1776,Francis Ford Coppola
42033,144430,Paul Donovan
42033,1109245,Digby Cook
11308,32765,Tony Richardson
23239,108022,David Caesar
53119,1924,Jeroen Krabbé
31941,72709,Karel Reisz
19317,21377,Peter Medak
27813,86250,Frank Henenlotter
57745,3064,Peter Mullan
2057,21136,Michael Cristofer
9880,1201,Garry Marshall
5175,11091,Brett Ratner
21596,87690,Pierre-Paul Renders
41951,9888,Claire Denis
11385,11435,Howard Hawks
4484,24380,Édouard Molinaro
11684,24380,Édouard Molinaro
44414,6111,Mike Figgis
44258,60981,Peter Brook
20391,86051,Joshua Logan
12584,14773,Don Siegel
70042,67569,Steven M. Martin
1627,1650,François Truffaut
11542,32327,Ken Russell
17169,66226,Buddy Van Horn
39176,10723,Mike Newell
33214,14132,Nicolas Roeg
19267,57727,Robert Clouse
2770,7409,J.B. Rogers
12610,7395,Bobby Farrelly
12610,7396,Peter Farrelly
1933,19840,Alejandro Amenábar
13496,56911,Les Mayfield
21055,87033,Julie Davis
24936,101444,Scott McGehee
24936,101446,David Siegel
80070,45117,John Carney
10972,37948,Brad Anderson
207541,1193932,Alan Miiller
1722,18844,John Madden
9896,3415,Jerry Zucker
26665,95972,Hans Petter Moland
125707,939275,Paul Cox
9683,58518,Blair Hayes
2779,1243,Woody Allen
2294,19303,Kevin Smith
10016,11770,John Carpenter
26602,53178,Mike Tollin
37920,67564,Éva Gárdos
22230,37948,Brad Anderson
206412,2171,Griffin Dunne
13966,76221,Ben Elton
742,11037,Lukas Moodysson
248757,305750,Patrik-Ian Polk
15104,102329,María Ripoll
8922,56349,Victor Salva
11065,1462,Tim Blake Nelson
21118,87106,Jordan Brady
46727,137392,Nickolas Perry
16314,12962,Jon Turteltaub
18885,36147,Charles T. Kanganis
40508,148103,Shin Sang-ok
5922,40402,Buzz Kulik
27346,44765,William Lustig
34223,22814,Richard Wenk
16307,80261,Robin Hardy
27681,226552,Blair Treu
11370,37710,Peter Hyams
12508,18356,Stephen Herek
14033,56913,Stephen Carpenter
25462,66116,Mark Brown
34714,95187,Dan Cohen
47161,1327119,Hassan Yektapanah
106230,1091281,Yongyoot Thongkongtoon
35176,60050,Dana Lustig
18734,84931,Michael Cuesta
44321,23393,Barbet Schroeder
26661,29627,Charles Lamont
5998,68,Fritz Lang
58062,1036428,Mark Jonathan Harris
2176,12632,Daniel Sackheim
20857,53177,Brian Robbins
22617,89467,Bob Giraldi
75386,1052930,Jacob Kornbluth
75386,1052923,Josh Kornbluth
2185,5174,Barry Sonnenfeld
10696,6198,Vondie Curtis-Hall
2034,20907,Antoine Fuqua
21538,87630,Cory McAbee
51722,144422,Edet Belzberg
101860,942224,Kenneth A. Carlson
48834,3224,Stephen Frears
30379,84981,Brian Trenchard-Smith
30379,1318092,Paul J. Lombardi
31016,12833,Edward Burns
32567,42081,George Butler
12537,72709,Karel Reisz
9028,49450,Sergio Corbucci
16180,19032,John Hough
11521,1038,Jodie Foster
21028,23442,Vladimir Menshov
27327,1150,Brian De Palma
35200,10930,Irvin Kershner
21242,133355,Edwin Sherin
29756,12011,William Castle
82523,17554,Dusan Makavejev
20115,4955,Dario Argento
30295,16888,Ralph Nelson
25767,13284,Stanley Donen
33725,2662,Frank Capra
22874,13284,Stanley Donen
11576,4081,Stanley Kramer
43860,5834,Robert Stevenson
43802,10001,William Wyler
9660,1927,Blake Edwards
15393,190,Clint Eastwood
248,2662,Frank Capra
40885,86051,Joshua Logan
25905,544700,Ján Kadár
25905,544699,Elmar Klos
21148,35475,Sean S. Cunningham
1644,18335,George Sluizer
12502,5342,Mike Nichols
66092,39022,Anthony Page
10373,65304,Franc Roddam
13766,92554,Harry Winer
16380,11593,Rudolph Maté
12103,5501,Gary Fleder
11313,33433,Scott Hicks
9398,7399,Ben Stiller
35066,208171,David Kane
45864,1573677,Eric Hannah
55372,73153,Jacques Rivette
292947,1542651,Dov Kelemer
10866,21053,John Dahl
34549,49903,Tim Hill
9778,36804,Peter Chelsom
34453,77854,Gillian Grisman
58429,56208,Lucrecia Martel
16121,26959,Samuel Fuller
40220,10620,Ulli Lommel
166,1961,Claude Pinoteau
42787,101899,Walter Grauman
1623,13859,Stuart Rosenberg
40932,47503,Nancy Walker
32027,1022680,Robert Kaylor
13550,21377,Peter Medak
13612,63208,Tommy Chong
16769,10781,Michael Apted
42158,1229721,Joel Oliansky
27958,15175,William Friedkin
86463,935723,Lech Kowalski
31703,105984,Alvin Rakoff
1716,1650,François Truffaut
27059,12964,Michael Ritchie
20681,17784,John Irvin
57743,238673,Eric Schwab
3172,8246,Barry Levinson
17708,123694,Rob Pritts
12780,18899,Yuen Woo-ping
570,6295,Catherine Breillat
1018,5602,David Lynch
25641,77133,Christine Lahti
16767,80751,Hirotsugu Kawasaki
102933,3110,Allison Anders
11380,15521,Ernest R. Dickerson
27396,100979,Douglas Hickox
26299,567566,Athur H. Nadel
984,14773,Don Siegel
15559,670,Ben Burtt
15559,1459115,Phyllis Ferguson
15559,1440070,James Neihouse
15559,1467601,Gail Singer
14811,13563,Norman Jewison
21741,94237,Graeme Ferguson
77670,1533750,David Stevens
55727,145053,Dorian Walker
15560,950513,Ivan Galin
9585,58080,Brian Gilbert
14267,10367,John Waters
45929,77867,Stephen Low
768,11447,Albert Hughes
768,11448,Allen Hughes
2100,21526,Rod Lurie
11091,14911,Penny Marshall
3173,31033,Oxide Pang Chun
3173,21905,Danny Pang
27092,87014,Marcelo Piñeyro
23941,28898,Michael Radford
18192,1308279,Neal Slavin
11845,23724,Patrice Chéreau
9081,564,Richard Linklater
167,1978,Iain Softley
34043,60045,Eric Bross
9378,57521,Steve Beck
27444,97942,Jonathan Teplitzky
141,1577,Richard Kelly
10034,141450,Mel Smith
11457,11472,Irwin Winkler
10778,1223,Joel Coen
78657,233491,Sophie Fillières
67385,5069,Robert Guédiguian
151727,1131878,Sandi Simcha Dubowski
11456,23213,Harold Becker
585,12890,Pete Docter
10796,57134,James Wong
23949,564,Richard Linklater
11088,1255,David Mamet
9889,7395,Bobby Farrelly
9889,7396,Peter Farrelly
140511,1032175,Seth Zvi Rosenfeld
133115,52602,Rob Morrow
45964,62556,Fred Walton
32014,56506,William Dear
13408,65134,DJ Pooh
671,10965,Chris Columbus
17731,82335,Richard Glatzer
17731,82337,Wash Westmoreland
20794,67910,David Atkins
11469,40243,Gil Junger
14369,82221,Brendan Malloy
14369,82222,Emmett Malloy
1535,893,Tony Scott
1433,10828,Guillermo del Toro
1999,5010,Todd Field
58098,128107,Gianni Amelio
78076,19266,Larry Cohen
87774,107065,Arthur Marks
23847,49063,Barry Shear
50785,3776,Jean-Luc Godard
12472,5572,Joel Schumacher
42258,10491,Paul Verhoeven
11834,280,Terry Gilliam
16085,10001,William Wyler
27405,43792,Sidney Hayers
269,3776,Jean-Luc Godard
16441,58245,Don Coscarelli
11422,30422,Jack Smight
31037,15663,Joseph Sargent
40739,64114,Edward Dmytryk
10656,59,Luc Besson
32847,93904,Irving Rapper
39938,14674,George Cukor
38766,2000,Lewis Milestone
43510,84641,Lewis Seiler
35284,64114,Edward Dmytryk
35284,115598,Duilio Coletti
14584,47498,Robert Moore
58886,69912,Dominique Deruddere
72277,2690,Peter Weir
5781,793,Luis Buñuel
23805,7187,Richard Donner
34388,9915,Guy Hamilton
39867,150650,Joseph Ellison
11033,1150,Brian De Palma
69716,39779,Peter Collinson
37835,99032,James Glickenhaus
33356,30309,Peter Greenaway
3537,9168,Alan Parker
38922,10774,Anne Bancroft
27145,28615,Éric Rohmer
8738,9108,Don Taylor
28614,54451,Brian G. Hutton
3604,17281,Mike Hodges
6974,51715,Ib Melchior
26398,95329,Kevin Connor
42218,101225,Bert I. Gordon
10649,66222,James Fargo
42566,102627,Steve Carver
17689,190,Clint Eastwood
34084,19708,Albert Band
15983,64195,Joseph Zito
14854,102627,Steve Carver
10847,61019,Harry Hook
33525,17281,Mike Hodges
27591,95329,Kevin Connor
299,2000,Lewis Milestone
31945,12114,Michael Cimino
42160,21806,Richard Rush
10650,190,Clint Eastwood
8007,12028,John Moore
19076,56106,Charles Shyer
81442,69353,Stephen Kessler
50562,58687,Scott J. Gill
13503,58712,Steve Miner
161,1884,Steven Soderbergh
43774,110695,Majid Majidi
31064,59210,Patrick Stettner
31682,33883,Jack Arnold
8342,20028,Danis Tanović
55479,78997,Leon Ichaso
4886,33166,René Clair
228,2891,Josef von Sternberg
23111,47773,Paul Mazursky
42597,18378,Herbert Ross
194,2419,Jean-Pierre Jeunet
11397,57604,Joel Gallen
1903,11649,Cameron Crowe
11889,36693,Richard Eyre
28171,100013,Mojtaba Mirtahasebi
28171,100014,Kaveh Moinfar
28171,120226,Mohsen Makhmalbaf
9523,38774,Ray Lawrence
9428,5655,Wes Anderson
1649,18357,Peter Hewitt
11938,70974,Christopher Morahan
43143,101531,Quentin Lawrence
35201,13776,John Frankenheimer
42724,72709,Karel Reisz
24264,6778,John Guillermin
27150,88096,Michael Miller
26978,1214133,Lamont Johnson
19209,69982,Jeff Bleckner
8386,54584,Jesse Dylan
12589,60237,John A. Davis
12312,58072,John Pasquin
11232,366,James Mangold
120,108,Peter Jackson
11086,4027,Frank Darabont
453,6159,Ron Howard
18939,83784,Jan Švankmajer
12724,73409,Mike Mendez
11414,4081,Stanley Kramer
31507,10001,William Wyler
42612,7067,Haskell Wexler
18783,65852,Zoltan Korda
12593,16384,Ralph Bakshi
14683,1180949,Robert Taylor
10794,1927,Blake Edwards
43136,67451,Delbert Mann
45491,235180,Michael Mak
5052,14227,Jules Dassin
37257,3146,Billy Wilder
8489,638,Michael Mann
855,578,Ridley Scott
12660,58094,Gillian Armstrong
10269,10400,Barbra Streisand
5279,9789,Robert Altman
10950,16853,Jessie Nelson
1365,12995,Marc Forster
6440,5306,Lasse Hallström
14580,68,Fritz Lang
49410,51952,Barry Shils
28296,31843,Ranald MacDougall
24206,52968,Russell Mulcahy
6037,47498,Robert Moore
42987,39009,Joseph Losey
61418,87386,Neal Jimenez
61418,7406,Michael Steinberg
27099,73761,Sébastien Lifshitz
11857,51851,Jake Kasdan
6312,8296,Christophe Gans
11595,1723,Walter Hill
24166,71174,Tsai Ming-liang
26337,1527,John Bailey
59066,99384,Ken Cameron
77985,58728,Andrei Konchalovsky
77074,133259,Arthur Hiller
10170,64061,Fred Schepisi
18317,2239,Anthony Minghella
98491,20937,Robert Fuest
26686,18378,Herbert Ross
61934,8500,John Ford
27273,16410,Jules Bass
27273,16411,"Arthur Rankin, Jr."
848,12677,Matthew Robbins
9610,2087,Richard Fleischer
15035,16384,Ralph Bakshi
16127,127614,Richard Elfman
31603,16513,John G. Avildsen
32020,7270,Adrian Lyne
33155,554946,William Sachs
4965,5501,Gary Fleder
11891,4489,Steve Oedekerk
11888,13581,Brian Levant
150,1723,Walter Hill
35263,1552936,Jan Schütte
112,1176,Lone Scherfig
125717,77815,Joseph Cedar
20678,24173,Mike Binder
15050,12112,Douglas Trumbull
10423,18878,Rob Cohen
11710,6818,Werner Herzog
17691,18392,Robert Aldrich
27378,6818,Werner Herzog
57976,6818,Werner Herzog
651,9789,Robert Altman
31955,58094,Gillian Armstrong
20620,13776,John Frankenheimer
18647,3084,Marlon Brando
11362,8300,Kevin Reynolds
2637,11676,Mark Pellington
10229,20739,Adam Shankman
50819,108689,Laurice Guillen
12659,1016305,Wang Xiaoshuai
41870,1198030,Noam Gonick
35650,137427,Denis Villeneuve
9606,58159,Rintaro
11447,69488,Nanni Moretti
16550,66605,Todd Solondz
13915,91987,Gary Burns
34723,7775,Stephen Sommers
31674,5572,Joel Schumacher
52744,140354,Ulu Grosbard
43340,51677,Gordon Douglas
20009,113641,Dewey Nicks
2084,21339,Jez Butterworth
50225,41472,Peter O'Fallon
74692,43526,Sturla Gunnarsson
39775,16294,Jonathan Demme
51044,834,Otto Preminger
29475,68750,Robert Townsend
4267,34262,Bertrand Blier
4031,34262,Bertrand Blier
47871,19304,John Schlesinger
11594,70854,Jean Delannoy
19562,34613,Philippe de Broca
11870,17825,Shawn Levy
9884,12989,Andrew Davis
11535,1090,John McTiernan
27593,111883,Billy Morrissette
11212,56059,Patrick Read Johnson
29887,76381,David Butler
32484,108987,William A. Seiter
28345,93905,Allan Dwan
69928,1927,Blake Edwards
21921,9309,Richard Pryor
21845,11511,Daniel Stern
11528,69741,David M. Evans
2441,16435,Julio Médem
931,14132,Nicolas Roeg
17130,57691,Tamra Davis
10592,17812,Gregory Hoblit
8470,11151,Nick Cassavetes
16690,1027737,Robin Budd
16690,1027738,Donovan Cook
39939,52049,Jay Chandrasekhar
9272,52629,Joseph Ruben
14778,64061,Fred Schepisi
19137,12329,Vittorio De Sica
32499,13980,Vincente Minnelli
8737,16745,Melville Shavelson
33668,13980,Vincente Minnelli
39282,18378,Herbert Ross
40687,58251,Elaine May
37230,72709,Karel Reisz
993,10601,Joseph L. Mankiewicz
11698,6818,Werner Herzog
41357,8482,Robert Mulligan
42458,50567,Melvin Frank
93427,127522,Gottfried Reinhardt
14475,24,Robert Zemeckis
43715,44878,Nathan H. Juran
10052,4499,Tom Shadyac
11979,28741,Michael Rymer
75151,3229,Arliss Howard
35868,145627,Timothy Linh Bui
13791,58097,Michael Kalesniko
27824,99080,Harry Ralston
270306,656928,Ramin Serry
9991,61571,Barry Skolnick
480,6495,Mira Nair
44340,31268,Larry Fessenden
18984,105802,Doug Pray
25006,93005,Abdul Malik Abbott
23479,12964,Michael Ritchie
66946,94169,John Berry
19050,59649,Michael Pressman
38442,3974,Miloš Forman
108266,81285,Stuart Heisler
108267,130325,Lesley Selander
39387,3974,Miloš Forman
15999,56339,Yoshiaki Kawajiri
614,6648,Ingmar Bergman
56133,5262,Carl Lerner
121703,93905,Allan Dwan
77955,536511,Carine Adler
2752,7145,Michael Lehmann
10590,2460,Randall Wallace
40723,9888,Claire Denis
29039,102627,Steve Carver
22910,31310,Jack Hill 
42517,31310,Jack Hill 
40364,87680,Michele Soavi
115332,18854,Martin Ritt
13225,74300,Bill Kroyer
21380,45672,Bruno Mattei
21380,45577,Claudio Fragasso
46717,21958,Mark Rydell
63510,9309,Richard Pryor
20465,87680,Michele Soavi
35614,12881,Gary Goldman
35614,40345,Don Bluth
7219,29433,Lucio Fulci
35810,46520,Alfred Zeisler
18649,89914,Elliott Nugent
18646,13284,Stanley Donen
17058,68,Fritz Lang
13950,34453,Kevin Bray
2135,21879,Simon Wells
15186,1884,Steven Soderbergh
43997,108497,David Caffrey
31651,53334,Jim Sheridan
47869,15488,Ken Loach
965,40,Orson Welles
33135,130424,Rafal Zielinski
10889,11147,John Cassavetes
16149,22669,Julien Temple
54287,177876,James L. Conway
25628,152000,Terry Marcel
65262,128639,Armand Mastroianni
10935,12114,Michael Cimino
44004,89373,Martin Davidson
22288,98199,Jerry Schatzberg
32030,7501,Ronald Neame
119617,151843,Robert Scheerer
29343,194568,Barbara Peeters
39503,7187,Richard Donner
7988,12964,Michael Ritchie
15310,2087,Richard Fleischer
17909,253414,Slobodan Šijan
22130,88820,Jean Rollin
26843,66203,Moustapha Akkad
27458,66088,Ronald F. Maxwell
14807,40007,John Mackenzie
14729,1723,Walter Hill
46973,106770,Robert Guenette
8690,22467,Umberto Lenzi
39543,11983,Alain Resnais
39578,26134,Roy Ward Baker
3418,20556,Bertrand Tavernier
30924,95329,Kevin Connor
14929,606215,Charles Kaufman
75552,140194,Richard Lang
18910,57922,William Peter Blatty
24919,68662,Andrea Bianchi
26200,33513,Clive Donner
24825,57665,Eric Karson
38147,119784,Gilbert Cates
24032,1895,Carl Reiner
26179,94787,Joe Camp
4499,309,Pedro Almodóvar
11333,49450,Sergio Corbucci
425,5713,Chris Wedge
1576,4014,Paul W.S. Anderson
5851,46076,Tom Dey
25014,81782,Elie Chouraqui
15647,76247,Charles Herman-Wurmfeld
25110,222506,Lieven Debrauwer
38880,220775,Justine Shapiro
38880,234749,Carlos Bolado
38880,550064,B.Z. Goldberg
1391,11218,Alfonso Cuarón
18172,1044,Michael Chapman
24248,2087,Richard Fleischer
14605,19093,George Marshall
19797,1066114,Brian Sloan
17804,82389,Norman Z. McLeod
31805,76381,David Butler
13861,148849,Victor Schertzinger
29021,102601,Hal Walker
31812,148849,Victor Schertzinger
13006,70415,Tony Maylam
28213,28615,Éric Rohmer
10627,23213,Harold Becker
42750,102445,John Sayles
27930,99273,Jack Hazan
27930,99274,David Mingay
259557,938741,Paul Glickler
28124,51760,Jay Sandrich
41034,157208,Bill Persky
11563,18897,Jackie Chan
15119,43980,Robert Houston
15119,80702,Kenji Misumi
55792,10439,Marshall Brickman
12705,67767,Hal Needham
11006,67767,Hal Needham
15120,33880,Dick Lowry
40072,10491,Paul Verhoeven
21629,16897,Sidney Poitier
16026,79056,Lasse Åberg
16026,79063,Peter Hald
2371,24375,Aleksandr Alov
2371,24376,Vladimir Naumov
73134,188517,David Hamilton
36586,10828,Guillermo del Toro
6020,486,Wallace Wolodarsky
39541,285452,Pete Jones
125764,208118,James Bogle
18292,64141,David Gordon Green
29394,12011,William Castle
112942,932403,Fernando Pérez
90974,140910,Kevin Billington
29402,12011,William Castle
29396,12011,William Castle
15028,2388,Jonathan Frakes
9275,518,Danny DeVito
4547,7467,David Fincher
14635,54040,John Lee Hancock
29135,91343,Hal Hartley
1791,6011,Michael Haneke
184835,6008,Harry Shearer
41756,1197831,Vanessa Middleton
35651,17386,Laurent Cantet
62956,58628,Sara Sugarman
116904,1010308,Marita Giovanni
22784,1032,Martin Scorsese
40814,32327,Ken Russell
53426,18669,J. Lee Thompson
24585,68457,James Frawley
17990,90037,James Lapine
129542,32632,Percy Adlon
5678,44789,Danny Bilson
11560,21712,Carl Franklin
11452,68573,Walt Becker
18435,110169,John McKay
35944,57630,Peter Cattaneo
64310,21678,Olivier Assayas
25501,15890,James Foley
26851,96445,Jayne Loader
26851,96446,Kevin Rafferty
26851,96447,Pierce Rafferty
17487,14875,Robert Rossen
34276,44878,Nathan H. Juran
548,5026,Akira Kurosawa
11590,9577,George Roy Hill
1537,7017,Roger Michell
12149,2053,Bill Paxton
44373,996749,Zoe Clarke-Williams
11812,11873,Roger Kumble
35080,39012,Peter Bogdanovich
441,201,Michel Gondry
8346,54644,Joel Zwick
14168,76981,Delmer Daves
32617,3632,Richard Brooks
31671,18592,Tom Gries
2565,26095,John Patrick Shanley
307,4410,Roberto Rossellini
15482,22353,John De Bello
45878,1232939,Bill Froehlich
6393,133259,Arthur Hiller
12154,1749,Leonard Nimoy
11630,716,Emile Ardolino
25133,67674,Rudy De Luca
21970,19032,John Hough
11892,23393,Barbet Schroeder
9334,26713,Chuck Russell
36093,8574,Walter Salles
35694,569,Ethan Hawke
10491,10781,Michael Apted
70054,1001912,Anne-Sophie Birot
18323,77747,Jon Purdy
18079,74907,Fabián Bielinsky
35337,133420,Clare Peploe
59199,86203,Bart Freundlich
11470,69579,James Isaac
16643,18356,Stephen Herek
1282,4319,Stacy Peralta
21220,15042,Arlene Sanford
52717,3776,Jean-Luc Godard
69324,74152,Christine Jeffs
11468,40256,D.J. Caruso
292917,202885,Henry Barrial
19085,572591,Bryan Johnson
73462,1174031,George T. Miller
26030,3831,Jean-Pierre Melville
10164,21370,Roger Donaldson
42048,17554,Dusan Makavejev
62001,10586,Richard Lester
28117,7190,Tom Mankiewicz
40555,71732,Peter Masterson
28384,1243,Woody Allen
46691,16513,John G. Avildsen
27094,66777,Bob Fosse
26725,1090,John McTiernan
17168,64796,Tom Holland
48482,27538,Douglas Day Stewart
56179,86293,Robert M. Young
5203,42113,Zalman King
13201,65390,Scott Kalvert
9689,1243,Woody Allen
557,7623,Sam Raimi
69850,54448,Ismail Merchant
44768,20025,Shôhei Imamura
1815,19244,Michael Winner
55106,213341,Milton Katselas
28289,69300,Gene Saks
32037,16566,George P. Cosmatos
39154,114518,Bill Rebane
24767,69791,Charles Haid
33796,19450,Bob Rafelson
32221,63713,Martha Coolidge
28466,12964,Michael Ritchie
12227,8876,Randal Kleiser
43643,129723,Ken Olin
10985,7397,Ed Decter
2251,7270,Adrian Lyne
2894,28615,Éric Rohmer
20712,32327,Ken Russell
11240,3224,Stephen Frears
46592,231414,Grigoriy Chukhray
45186,102627,Steve Carver
86483,98132,Jim Wynorski
5425,31775,Joe D'Amato
14117,76381,David Butler
38360,108764,Mikhail Kalatozov
29318,103482,Lindsay Shonteff
28907,21506,George Sidney
39771,21819,Lewis Teague
245,3288,Chris Weitz
245,3289,Paul Weitz
1894,1,George Lucas
4012,30458,Henry Bean
9026,56710,Oliver Parker
42193,32765,Tony Richardson
15417,66222,James Fargo
11791,29662,Terence Fisher
28577,1744,Robert Wise
13963,1032,Martin Scorsese
23102,4081,Stanley Kramer
1957,10781,Michael Apted
320,525,Christopher Nolan
9023,12079,Kelly Asbury
9023,56660,Lorna Cook
27834,38803,Roman Coppola
17734,145134,Jill Sprecher
24010,86051,Joshua Logan
39435,76981,Delmer Daves
24005,26134,Roy Ward Baker
44800,72709,Karel Reisz
24014,14674,George Cukor
24008,11435,Howard Hawks
53229,16888,Ralph Nelson
1936,834,Otto Preminger
4614,23968,Phil Alden Robinson
12277,72024,Malcolm D. Lee
267345,939275,Paul Cox
112991,96919,Christopher Munch
15677,78514,David Hugh Jones
58455,90069,Joseph Kane
36554,1744,Robert Wise
48216,1963,Danièle Thompson
41165,125659,Pat Murphy
13153,56998,Dwight H. Little
811,12112,Douglas Trumbull
43532,12804,Peter Yates
163907,67767,Hal Needham
7216,38585,Marino Girolami
3132,5572,Joel Schumacher
9583,17397,Callie Khouri
18408,84692,Finn Taylor
13245,97296,Zacharias Kunuk
2501,11694,Doug Liman
9637,1215,Raja Gosnell
12100,11401,John Woo
16857,42518,Peter Care
52258,47005,Alan Taylor
10394,2291,Paul McGuigan
27451,56381,James Toback
15813,11688,Jan Svěrák
31591,6729,Robert Benton
18905,8555,Carl Gottlieb
